0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480
2.42,2.33,2.08,1.92,1.89,1.81,1.77,1.77,3.45,6.64,6.09,5.71,5.35,4.82,4.17,3.68,3.92,3.78,3.64,3.25,4.56,5.11,4.48,4.00,3.79,3.5,3.17,2.95,3.08,2.76,2.37,2.32,2.28,2.34,4.73,5.79,5.32,4.69,4.47,4.05,4.11,3.8,3.47,3.23,4.22,4.31,3.8,3.57,3.3
